,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILI AGE 0-4,ILI AGE 25-49,ILI AGE 25-64,ILI AGE 5-24,ILI AGE 50-64,ILI AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
303,Census Regions,West South Central,2018,21,1.74274,1.80636,520,313,443,402,130,107,1472,211,81490,985,2,4,0.609137,0.203046,0.406091
304,Census Regions,Mountain,2018,21,1.05585,0.887067,257,190,284,306,94,142,989,216,111491,977,2,7,0.921187,0.204708,0.716479
305,Census Regions,Pacific,2018,21,1.44529,1.26346,238,241,368,372,127,104,1082,232,85638,1013,9,15,2.3692,0.88845,1.48075
306,Census Regions,New England,2018,22,0.704539,0.748183,104,50,67,87,17,22,280,99,37424,588,2,3,0.85034,0.340136,0.510204
307,Census Regions,Mid-Atlantic,2018,22,1.57329,1.36561,936,386,600,716,214,182,2434,249,178235,1397,13,3,1.145311,0.930565,0.214746
308,Census Regions,East North Central,2018,22,0.928759,0.840958,185,125,182,139,57,62,568,201,67542,2103,1,6,0.3328581,0.0475511,0.285307
309,Census Regions,West North Central,2018,22,0.630644,0.966536,104,16,20,84,4,4,212,121,21934,804,0,7,0.870647,0.0,0.870647
310,Census Regions,South Atlantic,2018,22,0.945775,1.19539,704,426,581,738,155,99,2122,310,177515,2679,49,55,3.88204,1.82904,2.053
311,Census Regions,East South Central,2018,22,0.794138,1.1839,250,145,217,198,72,49,714,174,60309,505,0,3,0.594059,0.0,0.594059
312,Census Regions,West South Central,2018,22,1.51911,1.61201,462,241,347,342,106,100,1251,206,77605,912,4,1,0.548245,0.438596,0.109649
313,Census Regions,Mountain,2018,22,1.31479,1.26576,285,234,344,315,110,134,1078,208,85166,908,3,7,1.101321,0.330396,0.770925
314,Census Regions,Pacific,2018,22,1.28903,1.19684,192,201,312,363,111,82,949,221,79292,893,4,4,0.895856,0.447928,0.447928
315,Census Regions,New England,2018,23,0.594143,0.581542,84,32,51,81,19,15,231,97,39722,498,1,2,0.602409,0.200803,0.401606
316,Census Regions,Mid-Atlantic,2018,23,1.29825,1.36021,917,478,696,715,218,200,2528,282,185853,1311,5,2,0.5339430000000001,0.381388,0.152555
317,Census Regions,East North Central,2018,23,0.802998,0.658991,140,98,147,125,49,43,455,191,69045,1661,9,6,0.90307,0.541842,0.361228
318,Census Regions,West North Central,2018,23,0.4481,0.690425,65,29,36,64,7,2,167,117,24188,752,1,2,0.398936,0.132979,0.265957
319,Census Regions,South Atlantic,2018,23,0.959366,1.04464,636,391,542,607,151,96,1881,305,180062,2337,48,47,4.06505,2.05392,2.01113
320,Census Regions,East South Central,2018,23,0.556156,0.848271,188,124,187,118,63,37,530,176,62480,448,2,3,1.116072,0.446429,0.669643
321,Census Regions,West South Central,2018,23,1.40723,1.42523,389,238,339,291,101,67,1086,203,76198,870,3,3,0.689656,0.344828,0.344828
322,Census Regions,Mountain,2018,23,0.862449,0.803776,266,152,227,266,75,106,865,202,107617,912,0,5,0.548246,0.0,0.548246
323,Census Regions,Pacific,2018,23,1.15054,1.13414,160,294,413,284,119,88,945,210,83323,914,4,10,1.531727,0.437637,1.09409
324,Census Regions,New England,2018,24,0.670237,0.583346,81,31,52,80,21,20,233,93,39942,491,0,1,0.203666,0.0,0.203666
325,Census Regions,Mid-Atlantic,2018,24,1.2055,1.27896,793,458,675,637,217,220,2325,276,181789,1230,3,0,0.243902,0.243902,0.0
326,Census Regions,East North Central,2018,24,0.60115,0.642398,120,88,140,128,52,38,426,193,66314,1538,2,2,0.260078,0.130039,0.130039
327,Census Regions,West North Central,2018,24,0.372507,0.685143,63,15,22,45,7,3,133,106,19412,666,0,0,0.0,0.0,0.0
328,Census Regions,South Atlantic,2018,24,0.714544,0.924263,523,352,466,495,114,101,1585,305,171488,2220,41,54,4.27928,1.84685,2.43243
329,Census Regions,East South Central,2018,24,0.545003,0.820167,162,116,167,138,51,49,516,176,62914,411,0,1,0.243309,0.0,0.243309
330,Census Regions,West South Central,2018,24,1.44807,1.39012,344,229,323,282,94,67,1016,200,73087,830,1,1,0.240964,0.120482,0.120482
331,Census Regions,Mountain,2018,24,0.796351,0.639379,135,89,139,119,50,70,463,163,72414,768,3,4,0.911458,0.390625,0.520833
332,Census Regions,Pacific,2018,24,1.14099,1.02013,154,218,311,318,93,90,873,226,85577,775,1,2,0.387097,0.129032,0.258065
333,Census Regions,New England,2018,25,0.773475,0.632566,72,34,55,78,21,27,232,93,36676,435,0,0,0.0,0.0,0.0
334,Census Regions,Mid-Atlantic,2018,25,1.1618,1.13259,743,383,580,594,197,180,2097,281,185151,1146,0,0,0.0,0.0,0.0
335,Census Regions,East North Central,2018,25,0.527805,0.59046,121,91,144,94,53,47,406,194,68760,1418,0,1,0.0705219,0.0,0.0705219
336,Census Regions,West North Central,2018,25,0.329856,0.419001,40,9,14,33,5,8,95,114,22673,690,5,0,0.724638,0.724638,0.0
337,Census Regions,South Atlantic,2018,25,0.672404,0.962636,554,370,496,527,126,84,1661,295,172547,2109,39,28,3.17686,1.84922,1.32764
338,Census Regions,East South Central,2018,25,0.557216,0.751413,146,87,130,102,43,34,412,176,54830,400,0,1,0.25,0.0,0.25
339,Census Regions,West South Central,2018,25,1.26617,1.32635,305,220,309,264,89,54,932,190,70268,720,4,3,0.9722230000000001,0.555556,0.416667
340,Census Regions,Mountain,2018,25,0.864398,0.751946,178,143,225,185,82,97,685,200,91097,752,0,3,0.398936,0.0,0.398936
341,Census Regions,Pacific,2018,25,1.39124,1.12829,154,217,331,284,114,85,854,216,75690,832,1,2,0.360577,0.120192,0.240385
342,Census Regions,New England,2018,26,0.901473,0.620434,93,41,57,69,16,12,231,90,37232,305,2,0,0.655738,0.655738,0.0
343,Census Regions,Mid-Atlantic,2018,26,1.06351,1.04102,677,393,559,485,166,166,1887,280,181264,983,1,0,0.101729,0.101729,0.0
344,Census Regions,East North Central,2018,26,0.523936,0.575507,114,86,132,81,46,56,383,189,66550,1356,4,1,0.3687313,0.294985,0.0737463
345,Census Regions,West North Central,2018,26,0.491217,0.533239,53,11,19,41,8,7,120,111,22504,699,1,1,0.286124,0.143062,0.143062
346,Census Regions,South Atlantic,2018,26,0.577215,0.926284,485,346,482,460,136,84,1511,259,163125,1956,40,23,3.22086,2.04499,1.17587
347,Census Regions,East South Central,2018,26,0.47139,0.715692,138,94,127,107,33,35,407,175,56868,392,2,1,0.765306,0.510204,0.255102
348,Census Regions,West South Central,2018,26,1.46339,1.38707,312,218,302,274,84,86,974,199,70220,742,3,2,0.673855,0.404313,0.269542
349,Census Regions,Mountain,2018,26,0.749293,0.488992,168,118,204,137,86,106,615,198,125769,696,1,1,0.287356,0.143678,0.143678
350,Census Regions,Pacific,2018,26,1.31055,1.06739,161,223,317,252,94,74,804,219,75324,594,3,0,0.505051,0.505051,0.0
351,Census Regions,New England,2018,27,0.502517,0.593153,61,30,45,67,15,15,188,92,31695,322,0,0,0.0,0.0,0.0
352,Census Regions,Mid-Atlantic,2018,27,1.01408,0.972004,640,318,460,458,142,129,1687,279,173559,984,0,0,0.0,0.0,0.0
353,Census Regions,East North Central,2018,27,0.538772,0.601793,95,87,126,84,39,48,353,189,58658,1119,1,1,0.178731,0.0893655,0.0893655
354,Census Regions,West North Central,2018,27,0.327063,0.749501,67,14,17,63,3,7,154,111,20547,463,0,1,0.215983,0.0,0.215983
355,Census Regions,South Atlantic,2018,27,0.64938,0.863957,467,283,385,471,102,89,1412,297,163434,1767,37,17,3.0560229999999997,2.09394,0.962083
356,Census Regions,East South Central,2018,27,0.619953,0.813301,139,122,159,141,37,35,474,175,58281,354,0,0,0.0,0.0,0.0
357,Census Regions,West South Central,2018,27,1.13619,1.26614,262,202,278,255,76,57,852,199,67291,611,1,2,0.49099800000000005,0.163666,0.327332
358,Census Regions,Mountain,2018,27,0.762431,0.405531,126,75,120,104,45,89,439,198,108253,629,3,0,0.476948,0.476948,0.0
359,Census Regions,Pacific,2018,27,0.979843,0.888981,143,168,248,219,80,80,690,224,77617,630,2,4,0.9523809999999999,0.31746,0.634921
360,Census Regions,New England,2018,28,0.744742,0.652627,83,54,74,93,20,19,269,93,41218,321,1,0,0.311526,0.311526,0.0
361,Census Regions,Mid-Atlantic,2018,28,0.779665,0.927419,571,366,529,465,163,155,1720,283,185461,1052,8,0,0.760456,0.760456,0.0
362,Census Regions,East North Central,2018,28,0.537351,0.580039,108,91,137,93,46,50,388,182,66892,1156,1,1,0.1730104,0.0865052,0.0865052
363,Census Regions,West North Central,2018,28,0.276282,0.487147,54,12,13,43,1,2,112,111,22991,639,1,0,0.156495,0.156495,0.0
364,Census Regions,South Atlantic,2018,28,0.683304,0.828103,422,318,422,476,104,89,1409,292,170148,1672,33,10,2.571766,1.97368,0.598086
365,Census Regions,East South Central,2018,28,0.419078,0.67138,137,101,138,120,37,39,434,174,64643,365,1,0,0.273973,0.273973,0.0
366,Census Regions,West South Central,2018,28,1.19108,1.20453,263,227,325,223,98,79,890,201,73888,643,1,0,0.155521,0.155521,0.0
367,Census Regions,Mountain,2018,28,0.701786,0.471138,164,113,181,177,68,101,623,205,132233,617,2,0,0.324149,0.324149,0.0
368,Census Regions,Pacific,2018,28,0.847452,0.779036,143,161,251,210,90,53,657,228,84335,521,3,2,0.959693,0.575816,0.383877
369,Census Regions,New England,2018,29,0.917575,0.56681,79,44,62,67,18,15,223,90,39343,314,0,0,0.0,0.0,0.0
370,Census Regions,Mid-Atlantic,2018,29,0.891849,0.892389,517,317,471,454,154,123,1565,281,175372,1025,8,0,0.780488,0.780488,0.0
371,Census Regions,East North Central,2018,29,0.542766,0.513735,86,69,118,92,49,47,343,181,66766,1243,6,0,0.482703,0.482703,0.0
372,Census Regions,West North Central,2018,29,0.392579,0.61767,59,13,16,66,3,7,148,108,23961,581,0,0,0.0,0.0,0.0
373,Census Regions,South Atlantic,2018,29,0.474732,0.722241,385,291,382,390,91,66,1223,277,169334,1696,32,14,2.712262,1.88679,0.825472
374,Census Regions,East South Central,2018,29,0.543894,0.673395,123,110,157,119,47,26,425,174,63113,265,1,0,0.377358,0.377358,0.0
375,Census Regions,West South Central,2018,29,0.987649,1.11267,241,205,283,210,78,60,794,199,71360,610,5,0,0.819672,0.819672,0.0
376,Census Regions,Mountain,2018,29,0.555796,0.368142,128,81,130,122,49,77,457,194,124137,585,2,0,0.34188,0.34188,0.0
377,Census Regions,Pacific,2018,29,0.810047,0.719842,123,160,237,200,77,48,608,228,84463,516,3,1,0.775193,0.581395,0.193798
378,Census Regions,New England,2018,30,0.501609,0.56059,73,30,42,86,12,18,219,88,39066,309,2,1,0.970874,0.647249,0.323625
379,Census Regions,Mid-Atlantic,2018,30,0.802367,0.76889,432,308,447,379,139,114,1372,277,178439,974,3,1,0.410677,0.308008,0.102669
380,Census Regions,East North Central,2018,30,0.42274,0.426085,84,62,92,67,30,39,282,186,66184,1205,5,2,0.580913,0.414938,0.165975
381,Census Regions,West North Central,2018,30,0.284579,0.492122,47,4,13,53,9,1,114,109,23165,590,1,0,0.169492,0.169492,0.0
382,Census Regions,South Atlantic,2018,30,0.527351,0.735014,385,253,347,418,94,66,1216,281,165439,1613,29,14,2.665838,1.79789,0.867948
383,Census Regions,East South Central,2018,30,0.517878,0.709356,146,113,152,114,39,30,442,173,62310,305,0,0,0.0,0.0,0.0
384,Census Regions,West South Central,2018,30,0.935006,1.17015,280,214,293,218,79,59,850,197,72640,617,3,0,0.486224,0.486224,0.0
385,Census Regions,Mountain,2018,30,0.694094,0.383062,95,80,129,109,49,89,422,191,110165,657,1,0,0.152207,0.152207,0.0
386,Census Regions,Pacific,2018,30,0.81383,0.696206,123,138,210,199,72,47,579,226,83165,463,4,1,1.079914,0.863931,0.215983
387,Census Regions,New England,2018,31,0.438464,0.497711,75,45,58,55,13,12,200,91,40184,301,0,0,0.0,0.0,0.0
388,Census Regions,Mid-Atlantic,2018,31,0.841728,0.832302,458,298,405,507,107,130,1500,278,180223,898,1,1,0.222718,0.111359,0.111359
389,Census Regions,East North Central,2018,31,0.495252,0.508533,100,69,103,88,34,32,323,177,63516,1079,4,0,0.370714,0.370714,0.0
390,Census Regions,West North Central,2018,31,0.355141,0.436053,42,6,11,43,5,1,97,108,22245,535,0,1,0.186916,0.0,0.186916
391,Census Regions,South Atlantic,2018,31,0.506531,0.679728,323,278,367,394,89,63,1147,283,168744,1551,31,13,2.836879,1.99871,0.838169
392,Census Regions,East South Central,2018,31,0.439998,0.685839,124,103,148,119,45,18,409,166,59635,294,1,0,0.340136,0.340136,0.0
393,Census Regions,West South Central,2018,31,0.982279,1.24646,274,224,315,231,91,64,884,196,70921,570,3,1,0.701755,0.526316,0.175439
394,Census Regions,Mountain,2018,31,0.586975,0.398904,121,106,166,133,60,91,511,193,128101,628,0,0,0.0,0.0,0.0
395,Census Regions,Pacific,2018,31,0.7749,0.664589,103,117,198,202,81,43,546,216,82156,436,3,1,0.9174310000000001,0.688073,0.229358
396,Census Regions,New England,2018,32,0.771223,0.58581,65,45,59,93,14,16,233,89,39774,321,0,0,0.0,0.0,0.0
397,Census Regions,Mid-Atlantic,2018,32,0.888059,0.854819,527,290,434,442,144,137,1540,269,180155,1002,1,1,0.1996008,0.0998004,0.0998004
398,Census Regions,East North Central,2018,32,0.516592,0.447008,74,65,106,86,41,20,286,174,63981,1155,2,0,0.17316,0.17316,0.0
399,Census Regions,West North Central,2018,32,0.228749,0.567082,53,10,12,54,2,7,126,106,22219,635,1,1,0.31496,0.15748,0.15748
400,Census Regions,South Atlantic,2018,32,0.512258,0.709519,357,320,398,393,78,62,1210,277,170538,1624,30,15,2.770935,1.84729,0.923645
401,Census Regions,East South Central,2018,32,0.520538,0.67652,121,107,134,112,27,28,395,172,58387,322,1,0,0.310559,0.310559,0.0
402,Census Regions,West South Central,2018,32,1.20203,1.24251,281,190,279,198,89,57,815,162,65593,620,1,3,0.645161,0.16129,0.483871
403,Census Regions,Mountain,2018,32,0.718857,0.581696,151,153,218,205,65,89,663,202,113977,650,2,2,0.615384,0.307692,0.307692
404,Census Regions,Pacific,2018,32,0.819371,0.726696,98,154,235,203,81,60,596,219,82015,461,5,0,1.0846,1.0846,0.0
405,Census Regions,New England,2018,33,0.523612,0.583546,72,34,44,99,10,20,235,91,40271,307,0,0,0.0,0.0,0.0
406,Census Regions,Mid-Atlantic,2018,33,0.859331,0.877855,532,316,437,467,121,112,1548,268,176339,954,0,0,0.0,0.0,0.0
407,Census Regions,East North Central,2018,33,0.540989,0.487687,87,81,111,92,30,32,322,176,66026,1258,2,1,0.23847430000000003,0.158983,0.0794913
408,Census Regions,West North Central,2018,33,0.263691,0.465621,38,12,15,43,3,7,103,109,22121,680,0,0,0.0,0.0,0.0
409,Census Regions,South Atlantic,2018,33,0.689599,0.884403,510,299,395,545,96,51,1501,283,169719,1667,24,16,2.399518,1.43971,0.959808
410,Census Regions,East South Central,2018,33,0.623082,0.950817,189,150,193,187,43,39,608,169,63945,371,0,1,0.269542,0.0,0.269542
411,Census Regions,West South Central,2018,33,0.977396,1.25037,315,217,292,265,75,66,938,198,75018,686,5,0,0.728863,0.728863,0.0
412,Census Regions,Mountain,2018,33,0.742992,0.588712,152,115,180,247,65,89,668,197,113468,679,3,0,0.441826,0.441826,0.0
413,Census Regions,Pacific,2018,33,0.796435,0.733152,94,163,236,227,73,62,619,214,84430,463,2,0,0.431965,0.431965,0.0
414,Census Regions,New England,2018,34,0.742772,0.615003,73,45,67,82,22,21,243,88,39512,322,0,0,0.0,0.0,0.0
415,Census Regions,Mid-Atlantic,2018,34,1.00172,0.911101,588,349,475,425,126,119,1607,269,176380,1050,2,0,0.190476,0.190476,0.0
416,Census Regions,East North Central,2018,34,0.620599,0.56753,99,53,91,133,38,33,356,147,62728,1223,13,3,1.308258,1.06296,0.245298
417,Census Regions,West North Central,2018,34,0.305719,0.836334,92,21,28,93,7,3,216,107,25827,745,1,0,0.134228,0.134228,0.0
418,Census Regions,South Atlantic,2018,34,0.745194,1.00843,571,375,487,599,112,79,1736,279,172148,1933,51,21,3.72478,2.63839,1.08639
419,Census Regions,East South Central,2018,34,0.835103,1.21783,253,173,237,292,64,29,811,172,66594,517,2,0,0.386847,0.386847,0.0
420,Census Regions,West South Central,2018,34,1.33354,1.57677,355,282,400,396,118,87,1238,202,78515,758,5,1,0.791557,0.659631,0.131926
421,Census Regions,Mountain,2018,34,0.991651,0.884227,102,89,140,233,51,83,558,138,63106,745,0,1,0.134228,0.0,0.134228
422,Census Regions,Pacific,2018,34,0.738601,0.670256,104,101,165,214,64,61,544,199,81163,490,3,1,0.816327,0.612245,0.204082
423,Census Regions,New England,2018,35,0.562611,0.558546,60,42,71,75,29,14,220,87,39388,287,0,0,0.0,0.0,0.0
424,Census Regions,Mid-Atlantic,2018,35,0.964106,0.901368,566,338,481,490,143,113,1650,266,183055,988,1,3,0.404859,0.101215,0.303644
425,Census Regions,East North Central,2018,35,0.705437,0.70144,124,83,123,164,40,43,454,150,64724,1301,1,1,0.153728,0.076864,0.076864
426,Census Regions,West North Central,2018,35,0.431206,0.873281,100,24,35,93,11,5,233,108,26681,801,1,0,0.124844,0.124844,0.0
427,Census Regions,South Atlantic,2018,35,0.789804,1.02276,598,399,517,671,118,88,1874,287,183230,2434,84,23,4.396057,3.45111,0.944947
428,Census Regions,East South Central,2018,35,0.945601,1.27008,224,193,264,301,71,45,834,171,65665,574,5,3,1.3937279999999999,0.87108,0.522648
429,Census Regions,West South Central,2018,35,1.25414,1.62772,431,297,403,395,106,75,1304,191,80112,938,3,3,0.639658,0.319829,0.319829
430,Census Regions,Mountain,2018,35,0.9188,0.692507,181,123,196,334,73,98,809,198,116822,828,2,0,0.241546,0.241546,0.0
431,Census Regions,Pacific,2018,35,0.923671,0.881147,163,138,202,313,64,61,739,203,83868,561,1,0,0.178253,0.178253,0.0
432,Census Regions,New England,2018,36,0.710041,0.693836,92,54,78,89,24,18,277,91,39923,347,1,0,0.288184,0.288184,0.0
433,Census Regions,Mid-Atlantic,2018,36,1.19088,1.04827,627,400,580,571,180,176,1954,260,186402,981,4,0,0.407747,0.407747,0.0
434,Census Regions,East North Central,2018,36,0.791507,0.777644,132,86,125,179,39,29,465,149,59796,1612,4,1,0.3101737,0.248139,0.0620347
435,Census Regions,West North Central,2018,36,0.764355,1.11738,121,30,36,144,6,8,309,118,27654,927,7,0,0.755124,0.755124,0.0
436,Census Regions,South Atlantic,2018,36,1.01741,1.20206,684,441,581,737,140,95,2097,284,174450,2730,89,31,4.3956,3.26007,1.13553
437,Census Regions,East South Central,2018,36,1.06945,1.42996,269,240,323,334,83,61,987,177,69023,587,1,2,0.511074,0.170358,0.340716
438,Census Regions,West South Central,2018,36,1.79566,1.98652,519,306,429,510,123,84,1542,211,77623,1124,8,15,2.046264,0.711744,1.33452
439,Census Regions,Mountain,2018,36,1.02945,0.872765,196,224,319,433,95,91,1039,202,119047,865,0,1,0.115607,0.0,0.115607
440,Census Regions,Pacific,2018,36,1.16926,1.0632,177,204,281,349,77,59,866,201,81452,613,5,2,1.141925,0.815661,0.326264
441,Census Regions,New England,2018,37,0.963654,0.79327,89,65,91,148,26,36,364,90,45886,486,0,0,0.0,0.0,0.0
442,Census Regions,Mid-Atlantic,2018,37,1.29709,1.20588,687,504,741,708,237,173,2309,267,191478,1457,2,0,0.137268,0.137268,0.0
443,Census Regions,East North Central,2018,37,0.900853,0.844836,142,79,130,259,51,37,568,146,67232,2016,10,2,0.5952383,0.496032,0.0992063
444,Census Regions,West North Central,2018,37,0.736621,0.954631,96,30,34,154,4,11,295,117,30902,1215,6,0,0.493827,0.493827,0.0
445,Census Regions,South Atlantic,2018,37,0.980845,1.26285,741,465,623,794,158,124,2282,285,180703,2995,122,36,5.27546,4.07346,1.202
446,Census Regions,East South Central,2018,37,0.881158,1.28943,234,221,287,316,66,55,892,169,69178,684,2,2,0.584796,0.292398,0.292398
447,Census Regions,West South Central,2018,37,1.87207,1.7922,433,330,437,503,107,73,1446,205,80683,1349,4,6,0.74129,0.296516,0.444774
448,Census Regions,Mountain,2018,37,0.963629,0.759789,199,221,310,349,89,94,952,202,125298,1029,2,0,0.194363,0.194363,0.0
449,Census Regions,Pacific,2018,37,1.32408,1.11576,153,197,288,428,91,86,955,207,85592,799,7,2,1.126408,0.876095,0.250313
450,Census Regions,New England,2018,38,1.1805,0.919223,128,78,113,166,35,26,433,93,47105,609,1,1,0.328408,0.164204,0.164204
451,Census Regions,Mid-Atlantic,2018,38,1.59021,1.53785,943,649,921,1024,272,229,3117,265,202686,1465,6,1,0.4778154,0.409556,0.0682594
452,Census Regions,East North Central,2018,38,1.07878,1.01804,135,130,199,320,69,43,697,147,68465,2411,9,8,0.705102,0.373289,0.331813
453,Census Regions,West North Central,2018,38,0.691582,0.820565,86,26,32,129,6,9,256,117,31198,1239,8,2,0.807103,0.645682,0.161421
454,Census Regions,South Atlantic,2018,38,1.02684,1.32275,794,509,673,805,164,109,2381,280,180004,3376,109,40,4.4135,3.22867,1.18483
